instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,success
12547,11/06/2012,2,1,6,23,0,1,1,2,0.7,0.6515,0.58,0.2239,8,72,80,FALSE
12548,12/06/2012,2,1,6,0,0,2,1,2,0.7,0.6515,0.58,0.2239,2,26,28,FALSE
12549,12/06/2012,2,1,6,1,0,2,1,2,0.68,0.6364,0.65,0.1642,5,11,16,FALSE
12550,12/06/2012,2,1,6,2,0,2,1,2,0.68,0.6364,0.65,0.194,0,6,6,FALSE
12551,12/06/2012,2,1,6,3,0,2,1,2,0.66,0.6212,0.69,0.2537,3,9,12,FALSE
12552,12/06/2012,2,1,6,4,0,2,1,3,0.6,0.5455,0.88,0.1642,0,4,4,FALSE
12553,12/06/2012,2,1,6,5,0,2,1,3,0.6,0.5455,0.88,0.1343,1,28,29,FALSE
12554,12/06/2012,2,1,6,6,0,2,1,2,0.6,0.5455,0.88,0.1343,6,130,136,FALSE
12555,12/06/2012,2,1,6,7,0,2,1,3,0.62,0.5606,0.88,0.2537,16,287,303,TRUE
12556,12/06/2012,2,1,6,8,0,2,1,2,0.62,0.5606,0.88,0.2239,15,598,613,TRUE
12557,12/06/2012,2,1,6,9,0,2,1,2,0.64,0.5758,0.89,0.2836,31,254,285,TRUE
12558,12/06/2012,2,1,6,10,0,2,1,3,0.64,0.5758,0.89,0.2836,29,96,125,FALSE
12559,12/06/2012,2,1,6,11,0,2,1,3,0.66,0.6061,0.83,0.3582,8,57,65,FALSE
12560,12/06/2012,2,1,6,12,0,2,1,3,0.66,0.6061,0.83,0.2537,19,76,95,FALSE
12561,12/06/2012,2,1,6,13,0,2,1,3,0.66,0.6061,0.83,0.194,11,48,59,FALSE
12562,12/06/2012,2,1,6,14,0,2,1,3,0.64,0.5758,0.89,0.2537,12,48,60,FALSE
12563,12/06/2012,2,1,6,15,0,2,1,3,0.66,0.5909,0.89,0.194,22,94,116,FALSE
12564,12/06/2012,2,1,6,16,0,2,1,2,0.66,0.5909,0.89,0.2836,30,209,239,TRUE
12565,12/06/2012,2,1,6,17,0,2,1,2,0.66,0.5909,0.89,0.2836,56,625,681,TRUE
12566,12/06/2012,2,1,6,18,0,2,1,1,0.68,0.6364,0.83,0.194,57,596,653,TRUE
12567,12/06/2012,2,1,6,19,0,2,1,1,0.68,0.6364,0.83,0.194,47,444,491,TRUE
12568,12/06/2012,2,1,6,20,0,2,1,1,0.68,0.6364,0.83,0.194,36,350,386,TRUE
12569,12/06/2012,2,1,6,21,0,2,1,1,0.68,0.6364,0.83,0.1045,41,233,274,TRUE
12570,12/06/2012,2,1,6,22,0,2,1,1,0.66,0.5909,0.94,0.1045,19,188,207,TRUE
12571,12/06/2012,2,1,6,23,0,2,1,3,0.66,0.5909,0.94,0.2239,11,78,89,FALSE
12572,13/06/2012,2,1,6,0,0,3,1,2,0.66,0.5909,0.94,0.194,7,27,34,FALSE
12573,13/06/2012,2,1,6,1,0,3,1,1,0.64,0.5909,0.78,0,7,21,28,FALSE
12574,13/06/2012,2,1,6,2,0,3,1,1,0.62,0.5758,0.83,0.1343,0,4,4,FALSE
12575,13/06/2012,2,1,6,3,0,3,1,1,0.62,0.5758,0.83,0.194,1,7,8,FALSE
12576,13/06/2012,2,1,6,4,0,3,1,1,0.6,0.5606,0.83,0.1343,1,9,10,FALSE
12577,13/06/2012,2,1,6,5,0,3,1,1,0.6,0.5606,0.83,0.194,2,38,40,FALSE
12578,13/06/2012,2,1,6,6,0,3,1,1,0.6,0.5606,0.83,0.2239,6,188,194,TRUE
12579,13/06/2012,2,1,6,7,0,3,1,1,0.6,0.5606,0.83,0.2985,25,480,505,TRUE
12580,13/06/2012,2,1,6,8,0,3,1,2,0.62,0.5909,0.73,0.5224,41,672,713,TRUE
12581,13/06/2012,2,1,6,9,0,3,1,2,0.64,0.6061,0.69,0.5821,54,298,352,TRUE
12582,13/06/2012,2,1,6,10,0,3,1,2,0.64,0.6061,0.65,0.4179,64,134,198,TRUE
12583,13/06/2012,2,1,6,11,0,3,1,2,0.66,0.6212,0.54,0.4478,64,182,246,TRUE
12584,13/06/2012,2,1,6,12,0,3,1,2,0.68,0.6364,0.44,0.4179,93,241,334,TRUE
12585,13/06/2012,2,1,6,13,0,3,1,2,0.7,0.6364,0.45,0.3881,52,203,255,TRUE
12586,13/06/2012,2,1,6,14,0,3,1,2,0.72,0.6515,0.37,0.4179,98,222,320,TRUE
12587,13/06/2012,2,1,6,15,0,3,1,1,0.72,0.6515,0.32,0.4925,65,216,281,TRUE
12588,13/06/2012,2,1,6,16,0,3,1,1,0.72,0.6515,0.3,0.4925,72,320,392,TRUE
12589,13/06/2012,2,1,6,17,0,3,1,1,0.72,0.6515,0.32,0.4925,75,782,857,TRUE
12590,13/06/2012,2,1,6,18,0,3,1,1,0.72,0.6515,0.32,0.4478,104,640,744,TRUE
12591,13/06/2012,2,1,6,19,0,3,1,1,0.7,0.6364,0.34,0.3881,123,548,671,TRUE
12592,13/06/2012,2,1,6,20,0,3,1,1,0.68,0.6364,0.36,0.4179,86,362,448,TRUE
12593,13/06/2012,2,1,6,21,0,3,1,1,0.64,0.6212,0.44,0.3582,79,317,396,TRUE
12594,13/06/2012,2,1,6,22,0,3,1,1,0.62,0.6212,0.5,0.2985,29,209,238,TRUE
12595,13/06/2012,2,1,6,23,0,3,1,1,0.62,0.6212,0.5,0.2836,25,128,153,FALSE
12596,14/06/2012,2,1,6,0,0,4,1,1,0.6,0.6212,0.53,0.2985,3,45,48,FALSE
12597,14/06/2012,2,1,6,1,0,4,1,1,0.6,0.6212,0.56,0.2239,4,17,21,FALSE
12598,14/06/2012,2,1,6,2,0,4,1,2,0.62,0.6212,0.53,0.2537,1,8,9,FALSE
12599,14/06/2012,2,1,6,3,0,4,1,2,0.62,0.6212,0.53,0.2836,1,4,5,FALSE
12600,14/06/2012,2,1,6,4,0,4,1,2,0.6,0.6212,0.56,0.2537,0,6,6,FALSE
12601,14/06/2012,2,1,6,5,0,4,1,2,0.6,0.6212,0.56,0.2537,0,40,40,FALSE
12602,14/06/2012,2,1,6,6,0,4,1,1,0.58,0.5455,0.6,0.2836,12,169,181,FALSE
12603,14/06/2012,2,1,6,7,0,4,1,1,0.6,0.6061,0.6,0.2836,26,480,506,TRUE
12604,14/06/2012,2,1,6,8,0,4,1,1,0.6,0.6061,0.64,0.3284,37,682,719,TRUE
12605,14/06/2012,2,1,6,9,0,4,1,1,0.62,0.6061,0.61,0.2239,45,312,357,TRUE
12606,14/06/2012,2,1,6,10,0,4,1,1,0.64,0.6061,0.65,0.4179,47,132,179,FALSE
12607,14/06/2012,2,1,6,11,0,4,1,1,0.66,0.6212,0.57,0.2537,60,168,228,TRUE
12608,14/06/2012,2,1,6,12,0,4,1,2,0.66,0.6212,0.61,0.2239,55,210,265,TRUE
12609,14/06/2012,2,1,6,13,0,4,1,1,0.68,0.6364,0.57,0.1642,71,213,284,TRUE
12610,14/06/2012,2,1,6,14,0,4,1,1,0.7,0.6515,0.54,0.2836,84,214,298,TRUE
12611,14/06/2012,2,1,6,15,0,4,1,1,0.74,0.6667,0.48,0.2985,111,213,324,TRUE
12612,14/06/2012,2,1,6,16,0,4,1,1,0.72,0.6667,0.51,0.2836,70,368,438,TRUE
12613,14/06/2012,2,1,6,17,0,4,1,1,0.72,0.6667,0.48,0.2239,117,750,867,TRUE
12614,14/06/2012,2,1,6,18,0,4,1,1,0.74,0.6667,0.42,0.194,107,716,823,TRUE
12615,14/06/2012,2,1,6,19,0,4,1,1,0.7,0.6515,0.48,0.2537,96,483,579,TRUE
12616,14/06/2012,2,1,6,20,0,4,1,1,0.66,0.6212,0.65,0.2537,84,351,435,TRUE
12617,14/06/2012,2,1,6,21,0,4,1,1,0.64,0.6061,0.65,0.1642,67,270,337,TRUE
12618,14/06/2012,2,1,6,22,0,4,1,2,0.64,0.6061,0.65,0.2239,46,196,242,TRUE
12619,14/06/2012,2,1,6,23,0,4,1,2,0.62,0.6061,0.69,0.1642,36,136,172,FALSE
12620,15/06/2012,2,1,6,0,0,5,1,1,0.6,0.5909,0.73,0.1642,26,68,94,FALSE
12621,15/06/2012,2,1,6,1,0,5,1,1,0.58,0.5455,0.78,0.194,9,42,51,FALSE
12622,15/06/2012,2,1,6,2,0,5,1,1,0.56,0.5303,0.83,0.1045,0,15,15,FALSE
12623,15/06/2012,2,1,6,3,0,5,1,1,0.56,0.5303,0.83,0.1642,2,3,5,FALSE
12624,15/06/2012,2,1,6,4,0,5,1,1,0.56,0.5303,0.83,0.1642,1,13,14,FALSE
12625,15/06/2012,2,1,6,5,0,5,1,1,0.54,0.5152,0.88,0.1045,2,31,33,FALSE
12626,15/06/2012,2,1,6,6,0,5,1,1,0.54,0.5152,0.83,0.1343,9,142,151,FALSE
12627,15/06/2012,2,1,6,7,0,5,1,1,0.56,0.5303,0.83,0.1642,17,413,430,TRUE
12628,15/06/2012,2,1,6,8,0,5,1,1,0.6,0.5909,0.69,0.1642,44,609,653,TRUE
12629,15/06/2012,2,1,6,9,0,5,1,1,0.62,0.6061,0.65,0.1642,58,308,366,TRUE
12630,15/06/2012,2,1,6,10,0,5,1,1,0.64,0.6212,0.57,0.1642,56,160,216,TRUE
12631,15/06/2012,2,1,6,11,0,5,1,1,0.66,0.6212,0.5,0.194,106,180,286,TRUE
12632,15/06/2012,2,1,6,12,0,5,1,1,0.7,0.6364,0.45,0.1642,111,292,403,TRUE
12633,15/06/2012,2,1,6,13,0,5,1,1,0.7,0.6364,0.42,0.2537,121,272,393,TRUE
12634,15/06/2012,2,1,6,14,0,5,1,1,0.72,0.6515,0.39,0.194,121,255,376,TRUE
12635,15/06/2012,2,1,6,15,0,5,1,1,0.72,0.6515,0.39,0.194,107,270,377,TRUE
12636,15/06/2012,2,1,6,16,0,5,1,1,0.72,0.6515,0.37,0.194,132,426,558,TRUE
12637,15/06/2012,2,1,6,17,0,5,1,1,0.74,0.6515,0.37,0.2836,125,698,823,TRUE
12638,15/06/2012,2,1,6,18,0,5,1,1,0.72,0.6515,0.39,0.2239,121,572,693,TRUE
12639,15/06/2012,2,1,6,19,0,5,1,1,0.7,0.6364,0.42,0.1642,98,369,467,TRUE
12640,15/06/2012,2,1,6,20,0,5,1,1,0.68,0.6364,0.44,0.194,89,296,385,TRUE
12641,15/06/2012,2,1,6,21,0,5,1,1,0.66,0.6212,0.5,0.1045,83,250,333,TRUE
12642,15/06/2012,2,1,6,22,0,5,1,1,0.64,0.6212,0.53,0.1343,79,242,321,TRUE
12643,15/06/2012,2,1,6,23,0,5,1,1,0.62,0.6212,0.53,0.2537,46,176,222,TRUE
12644,16/06/2012,2,1,6,0,0,6,0,1,0.58,0.5455,0.56,0.1343,25,112,137,FALSE
12645,16/06/2012,2,1,6,1,0,6,0,1,0.56,0.5303,0.56,0,16,79,95,FALSE
12646,16/06/2012,2,1,6,2,0,6,0,1,0.58,0.5455,0.53,0,12,55,67,FALSE
12647,16/06/2012,2,1,6,3,0,6,0,1,0.56,0.5303,0.6,0.0896,8,19,27,FALSE
12648,16/06/2012,2,1,6,4,0,6,0,1,0.54,0.5152,0.68,0.1343,3,5,8,FALSE
12649,16/06/2012,2,1,6,5,0,6,0,1,0.54,0.5152,0.68,0.1045,2,21,23,FALSE
12650,16/06/2012,2,1,6,6,0,6,0,1,0.54,0.5152,0.68,0.194,11,36,47,FALSE
12651,16/06/2012,2,1,6,7,0,6,0,1,0.54,0.5152,0.68,0.194,10,68,78,FALSE
12652,16/06/2012,2,1,6,8,0,6,0,1,0.58,0.5455,0.64,0.1642,47,157,204,TRUE
12653,16/06/2012,2,1,6,9,0,6,0,1,0.6,0.6061,0.6,0.0896,88,279,367,TRUE
12654,16/06/2012,2,1,6,10,0,6,0,1,0.64,0.6212,0.47,0.194,139,296,435,TRUE
12655,16/06/2012,2,1,6,11,0,6,0,1,0.66,0.6212,0.39,0.1642,213,353,566,TRUE
12656,16/06/2012,2,1,6,12,0,6,0,1,0.68,0.6364,0.41,0.1045,254,349,603,TRUE
12657,16/06/2012,2,1,6,13,0,6,0,1,0.72,0.6515,0.34,0.1642,293,324,617,TRUE
12658,16/06/2012,2,1,6,14,0,6,0,1,0.72,0.6515,0.37,0.2239,264,309,573,TRUE
12659,16/06/2012,2,1,6,15,0,6,0,1,0.74,0.6515,0.35,0.2537,295,288,583,TRUE
12660,16/06/2012,2,1,6,16,0,6,0,2,0.72,0.6515,0.37,0.1045,238,304,542,TRUE
12661,16/06/2012,2,1,6,17,0,6,0,2,0.72,0.6515,0.37,0.2537,244,349,593,TRUE
12662,16/06/2012,2,1,6,18,0,6,0,2,0.72,0.6515,0.37,0.2239,256,315,571,TRUE
12663,16/06/2012,2,1,6,19,0,6,0,2,0.7,0.6364,0.42,0.194,184,277,461,TRUE
12664,16/06/2012,2,1,6,20,0,6,0,2,0.66,0.6212,0.47,0.194,123,229,352,TRUE
12665,16/06/2012,2,1,6,21,0,6,0,2,0.64,0.6212,0.5,0.2239,98,192,290,TRUE
12666,16/06/2012,2,1,6,22,0,6,0,1,0.62,0.6212,0.53,0.2985,91,189,280,TRUE
12667,16/06/2012,2,1,6,23,0,6,0,1,0.6,0.6212,0.53,0.2985,49,134,183,FALSE
12668,17/06/2012,2,1,6,0,0,0,0,1,0.56,0.5303,0.56,0.1343,31,117,148,FALSE
12669,17/06/2012,2,1,6,1,0,0,0,1,0.56,0.5303,0.6,0.1642,21,67,88,FALSE
12670,17/06/2012,2,1,6,2,0,0,0,1,0.56,0.5303,0.56,0.0896,19,55,74,FALSE
12671,17/06/2012,2,1,6,3,0,0,0,1,0.54,0.5152,0.64,0.1045,6,22,28,FALSE
12672,17/06/2012,2,1,6,4,0,0,0,1,0.54,0.5152,0.64,0.0896,2,16,18,FALSE
12673,17/06/2012,2,1,6,5,0,0,0,1,0.54,0.5152,0.68,0.1343,4,13,17,FALSE
12674,17/06/2012,2,1,6,6,0,0,0,1,0.52,0.5,0.72,0.1045,7,16,23,FALSE
12675,17/06/2012,2,1,6,7,0,0,0,1,0.52,0.5,0.72,0.0896,18,30,48,FALSE
12676,17/06/2012,2,1,6,8,0,0,0,1,0.56,0.5303,0.68,0.2537,24,95,119,FALSE
12677,17/06/2012,2,1,6,9,0,0,0,1,0.56,0.5303,0.68,0.1642,91,183,274,TRUE
12678,17/06/2012,2,1,6,10,0,0,0,1,0.58,0.5455,0.64,0,148,288,436,TRUE
12679,17/06/2012,2,1,6,11,0,0,0,1,0.62,0.6212,0.57,0.1045,196,350,546,TRUE
12680,17/06/2012,2,1,6,12,0,0,0,1,0.62,0.6212,0.57,0,260,355,615,TRUE
12681,17/06/2012,2,1,6,13,0,0,0,1,0.64,0.6212,0.53,0.1642,267,347,614,TRUE
12682,17/06/2012,2,1,6,14,0,0,0,1,0.64,0.6212,0.53,0,255,327,582,TRUE
12683,17/06/2012,2,1,6,15,0,0,0,1,0.66,0.6212,0.5,0.2239,203,260,463,TRUE
12684,17/06/2012,2,1,6,16,0,0,0,1,0.66,0.6212,0.54,0.2985,240,340,580,TRUE
12685,17/06/2012,2,1,6,17,0,0,0,1,0.64,0.6212,0.57,0.2239,232,361,593,TRUE
12686,17/06/2012,2,1,6,18,0,0,0,1,0.64,0.6212,0.53,0.194,203,310,513,TRUE
12687,17/06/2012,2,1,6,19,0,0,0,1,0.64,0.6212,0.53,0.1642,146,244,390,TRUE
12688,17/06/2012,2,1,6,20,0,0,0,1,0.62,0.6212,0.57,0.194,101,201,302,TRUE
12689,17/06/2012,2,1,6,21,0,0,0,1,0.62,0.6212,0.57,0.194,76,170,246,TRUE
12690,17/06/2012,2,1,6,22,0,0,0,1,0.6,0.6061,0.6,0.194,55,98,153,FALSE
12691,17/06/2012,2,1,6,23,0,0,0,1,0.58,0.5455,0.64,0.194,29,79,108,FALSE
12692,18/06/2012,2,1,6,0,0,1,1,1,0.56,0.5303,0.73,0.2537,12,28,40,FALSE
12693,18/06/2012,2,1,6,1,0,1,1,1,0.54,0.5152,0.77,0.2239,9,5,14,FALSE
12694,18/06/2012,2,1,6,2,0,1,1,1,0.54,0.5152,0.77,0.2239,3,6,9,FALSE
12695,18/06/2012,2,1,6,3,0,1,1,2,0.52,0.5,0.83,0.2239,1,3,4,FALSE
12696,18/06/2012,2,1,6,4,0,1,1,2,0.54,0.5152,0.77,0.194,0,9,9,FALSE
12697,18/06/2012,2,1,6,5,0,1,1,3,0.52,0.5,0.83,0.1343,1,22,23,FALSE
12698,18/06/2012,2,1,6,6,0,1,1,3,0.52,0.5,0.88,0.1343,0,37,37,FALSE
12699,18/06/2012,2,1,6,7,0,1,1,3,0.52,0.5,0.94,0.2239,10,135,145,FALSE
12700,18/06/2012,2,1,6,8,0,1,1,2,0.54,0.5152,0.83,0.194,27,447,474,TRUE
12701,18/06/2012,2,1,6,9,0,1,1,2,0.54,0.5152,0.83,0.2239,28,222,250,TRUE
12702,18/06/2012,2,1,6,10,0,1,1,3,0.54,0.5152,0.88,0.1045,13,78,91,FALSE
12703,18/06/2012,2,1,6,11,0,1,1,2,0.54,0.5152,0.88,0.1642,25,96,121,FALSE
12704,18/06/2012,2,1,6,12,0,1,1,3,0.56,0.5303,0.78,0.1343,29,139,168,FALSE
12705,18/06/2012,2,1,6,13,0,1,1,2,0.58,0.5455,0.73,0.1343,51,174,225,TRUE
12706,18/06/2012,2,1,6,14,0,1,1,2,0.58,0.5455,0.68,0.194,59,160,219,TRUE
12707,18/06/2012,2,1,6,15,0,1,1,2,0.6,0.5909,0.69,0.194,61,176,237,TRUE
12708,18/06/2012,2,1,6,16,0,1,1,2,0.6,0.5909,0.73,0.194,53,279,332,TRUE
12709,18/06/2012,2,1,6,17,0,1,1,2,0.6,0.5909,0.73,0.194,54,669,723,TRUE
12710,18/06/2012,2,1,6,18,0,1,1,2,0.62,0.6061,0.69,0.1642,47,595,642,TRUE
12711,18/06/2012,2,1,6,19,0,1,1,2,0.62,0.5909,0.73,0.0896,52,411,463,TRUE
12712,18/06/2012,2,1,6,20,0,1,1,2,0.62,0.5909,0.73,0.1343,45,317,362,TRUE
12713,18/06/2012,2,1,6,21,0,1,1,2,0.62,0.5909,0.73,0.1045,35,238,273,TRUE
12714,18/06/2012,2,1,6,22,0,1,1,2,0.62,0.5909,0.73,0.1642,21,143,164,FALSE
12715,18/06/2012,2,1,6,23,0,1,1,3,0.6,0.5758,0.78,0.194,17,57,74,FALSE
12716,19/06/2012,2,1,6,0,0,2,1,2,0.6,0.5758,0.78,0.1642,5,30,35,FALSE
12717,19/06/2012,2,1,6,1,0,2,1,2,0.6,0.5758,0.78,0.1642,1,13,14,FALSE
12718,19/06/2012,2,1,6,2,0,2,1,2,0.6,0.5758,0.78,0.1343,1,14,15,FALSE
12719,19/06/2012,2,1,6,3,0,2,1,2,0.6,0.5758,0.78,0.1045,1,7,8,FALSE
12720,19/06/2012,2,1,6,4,0,2,1,2,0.6,0.5758,0.78,0.1343,1,9,10,FALSE
12721,19/06/2012,2,1,6,5,0,2,1,2,0.6,0.5758,0.78,0.194,3,34,37,FALSE
12722,19/06/2012,2,1,6,6,0,2,1,2,0.6,0.5758,0.78,0.1045,9,152,161,FALSE
12723,19/06/2012,2,1,6,7,0,2,1,2,0.6,0.5758,0.78,0.1343,18,462,480,TRUE
12724,19/06/2012,2,1,6,8,0,2,1,2,0.6,0.5758,0.78,0.1642,40,633,673,TRUE
12725,19/06/2012,2,1,6,9,0,2,1,1,0.64,0.6061,0.73,0.0896,40,288,328,TRUE
12726,19/06/2012,2,1,6,10,0,2,1,1,0.64,0.6061,0.73,0.0896,44,136,180,FALSE
12727,19/06/2012,2,1,6,11,0,2,1,1,0.66,0.6212,0.69,0.1343,56,174,230,TRUE
12728,19/06/2012,2,1,6,12,0,2,1,1,0.7,0.6515,0.65,0.0896,70,222,292,TRUE
12729,19/06/2012,2,1,6,13,0,2,1,1,0.74,0.6818,0.58,0.1343,69,203,272,TRUE
12730,19/06/2012,2,1,6,14,0,2,1,1,0.76,0.7121,0.58,0.1045,61,166,227,TRUE
12731,19/06/2012,2,1,6,15,0,2,1,1,0.78,0.7424,0.59,0.1642,72,187,259,TRUE
12732,19/06/2012,2,1,6,16,0,2,1,1,0.8,0.7576,0.55,0.2239,48,286,334,TRUE
12733,19/06/2012,2,1,6,17,0,2,1,1,0.8,0.7576,0.55,0.194,86,725,811,TRUE
12734,19/06/2012,2,1,6,18,0,2,1,1,0.8,0.7576,0.55,0.1642,91,704,795,TRUE
12735,19/06/2012,2,1,6,19,0,2,1,1,0.8,0.7727,0.59,0.2239,82,432,514,TRUE
12736,19/06/2012,2,1,6,20,0,2,1,1,0.8,0.7576,0.55,0.2537,59,399,458,TRUE
12737,19/06/2012,2,1,6,21,0,2,1,1,0.76,0.7121,0.62,0.1642,37,239,276,TRUE
12738,19/06/2012,2,1,6,22,0,2,1,1,0.72,0.697,0.79,0.0896,51,240,291,TRUE
12739,19/06/2012,2,1,6,23,0,2,1,1,0.72,0.697,0.79,0.1343,23,102,125,FALSE
12740,20/06/2012,2,1,6,0,0,3,1,1,0.7,0.6667,0.79,0.194,5,48,53,FALSE
12741,20/06/2012,2,1,6,1,0,3,1,1,0.68,0.6364,0.79,0.194,7,20,27,FALSE
12742,20/06/2012,2,1,6,2,0,3,1,1,0.66,0.6061,0.83,0.1642,1,5,6,FALSE
12743,20/06/2012,2,1,6,3,0,3,1,1,0.66,0.6061,0.83,0.1343,2,6,8,FALSE
12744,20/06/2012,2,1,6,4,0,3,1,1,0.66,0.6061,0.83,0.0896,1,6,7,FALSE
12745,20/06/2012,2,1,6,5,0,3,1,1,0.66,0.6061,0.83,0.0896,2,37,39,FALSE
12746,20/06/2012,2,1,6,6,0,3,1,2,0.64,0.5758,0.89,0.0896,9,156,165,FALSE
12747,20/06/2012,2,1,6,7,0,3,1,2,0.66,0.5909,0.89,0,20,444,464,TRUE
12748,20/06/2012,2,1,6,8,0,3,1,2,0.7,0.6667,0.79,0.1045,43,600,643,TRUE
12749,20/06/2012,2,1,6,9,0,3,1,2,0.72,0.697,0.74,0,40,276,316,TRUE
12750,20/06/2012,2,1,6,10,0,3,1,1,0.82,0.7727,0.52,0.1343,41,126,167,FALSE
12751,20/06/2012,2,1,6,11,0,3,1,1,0.84,0.7879,0.49,0.194,54,134,188,FALSE
12752,20/06/2012,2,1,6,12,0,3,1,1,0.86,0.803,0.47,0.1642,30,150,180,FALSE
12753,20/06/2012,2,1,6,13,0,3,1,1,0.86,0.7879,0.44,0.1045,48,163,211,TRUE
12754,20/06/2012,2,1,6,14,0,3,1,1,0.88,0.803,0.39,0.194,56,134,190,TRUE
12755,20/06/2012,2,1,6,15,0,3,1,1,0.9,0.8182,0.35,0,36,143,179,FALSE
12756,20/06/2012,2,1,6,16,0,3,1,1,0.9,0.8182,0.35,0.1045,51,284,335,TRUE
12757,20/06/2012,2,1,6,17,0,3,1,1,0.9,0.8182,0.37,0,80,611,691,TRUE
12758,20/06/2012,2,1,6,18,0,3,1,1,0.9,0.8182,0.37,0,81,591,672,TRUE
12759,20/06/2012,2,1,6,19,0,3,1,1,0.88,0.7879,0.37,0.2537,90,449,539,TRUE
12760,20/06/2012,2,1,6,20,0,3,1,1,0.86,0.7727,0.39,0.2239,81,326,407,TRUE
12761,20/06/2012,2,1,6,21,0,3,1,1,0.84,0.7576,0.44,0.0896,42,302,344,TRUE
12762,20/06/2012,2,1,6,22,0,3,1,1,0.82,0.7576,0.46,0.1045,31,226,257,TRUE
12763,20/06/2012,2,1,6,23,0,3,1,1,0.78,0.7424,0.59,0.1045,21,102,123,FALSE
12764,21/06/2012,3,1,6,0,0,4,1,1,0.74,0.697,0.7,0.0896,16,53,69,FALSE
12765,21/06/2012,3,1,6,1,0,4,1,1,0.72,0.697,0.79,0.1343,2,16,18,FALSE
12766,21/06/2012,3,1,6,2,0,4,1,1,0.72,0.697,0.79,0.1045,11,7,18,FALSE
12767,21/06/2012,3,1,6,3,0,4,1,1,0.72,0.697,0.74,0,3,8,11,FALSE
12768,21/06/2012,3,1,6,4,0,4,1,1,0.7,0.6667,0.84,0.0896,1,11,12,FALSE
12769,21/06/2012,3,1,6,5,0,4,1,1,0.7,0.6667,0.84,0.1045,3,37,40,FALSE
12770,21/06/2012,3,1,6,6,0,4,1,2,0.7,0.6667,0.84,0.0896,3,147,150,FALSE
12771,21/06/2012,3,1,6,7,0,4,1,2,0.7,0.6667,0.84,0.0896,26,437,463,TRUE
12772,21/06/2012,3,1,6,8,0,4,1,1,0.74,0.697,0.7,0,27,563,590,TRUE
12773,21/06/2012,3,1,6,9,0,4,1,1,0.8,0.7576,0.55,0.194,32,224,256,TRUE
12774,21/06/2012,3,1,6,10,0,4,1,1,0.84,0.7879,0.49,0.1045,36,114,150,FALSE
12775,21/06/2012,3,1,6,11,0,4,1,1,0.86,0.7879,0.41,0.1343,40,121,161,FALSE
12776,21/06/2012,3,1,6,12,0,4,1,1,0.9,0.8182,0.35,0.194,33,182,215,TRUE
12777,21/06/2012,3,1,6,13,0,4,1,1,0.9,0.8182,0.35,0,31,141,172,FALSE
12778,21/06/2012,3,1,6,14,0,4,1,1,0.88,0.7879,0.37,0.1642,27,149,176,FALSE
12779,21/06/2012,3,1,6,15,0,4,1,1,0.92,0.8333,0.33,0.1642,40,154,194,TRUE
12780,21/06/2012,3,1,6,16,0,4,1,1,0.9,0.8182,0.35,0.1343,37,283,320,TRUE
12781,21/06/2012,3,1,6,17,0,4,1,1,0.88,0.7879,0.37,0,80,535,615,TRUE
12782,21/06/2012,3,1,6,18,0,4,1,1,0.86,0.7879,0.41,0.194,78,562,640,TRUE
12783,21/06/2012,3,1,6,19,0,4,1,1,0.88,0.803,0.39,0.2239,84,415,499,TRUE
12784,21/06/2012,3,1,6,20,0,4,1,1,0.86,0.7879,0.44,0.194,79,357,436,TRUE
12785,21/06/2012,3,1,6,21,0,4,1,1,0.82,0.7727,0.52,0.194,55,256,311,TRUE
12786,21/06/2012,3,1,6,22,0,4,1,1,0.8,0.7879,0.63,0.1642,22,221,243,TRUE
12787,21/06/2012,3,1,6,23,0,4,1,1,0.8,0.7727,0.59,0.0896,12,134,146,FALSE
12788,22/06/2012,3,1,6,0,0,5,1,2,0.76,0.7273,0.7,0.1045,16,77,93,FALSE
12789,22/06/2012,3,1,6,1,0,5,1,1,0.76,0.7424,0.75,0.1642,3,28,31,FALSE
12790,22/06/2012,3,1,6,2,0,5,1,1,0.74,0.7121,0.79,0,0,12,12,FALSE
12791,22/06/2012,3,1,6,3,0,5,1,1,0.74,0.7121,0.79,0,1,6,7,FALSE
12792,22/06/2012,3,1,6,4,0,5,1,2,0.76,0.7273,0.66,0,3,7,10,FALSE
12793,22/06/2012,3,1,6,5,0,5,1,2,0.74,0.697,0.66,0.0896,3,35,38,FALSE
12794,22/06/2012,3,1,6,6,0,5,1,2,0.74,0.697,0.66,0,4,118,122,FALSE
12795,22/06/2012,3,1,6,7,0,5,1,1,0.74,0.6818,0.58,0.1642,19,340,359,TRUE
12796,22/06/2012,3,1,6,8,0,5,1,1,0.76,0.697,0.55,0.1343,49,564,613,TRUE
12797,22/06/2012,3,1,6,9,0,5,1,1,0.76,0.7121,0.58,0.2239,55,278,333,TRUE
12798,22/06/2012,3,1,6,10,0,5,1,1,0.8,0.7424,0.52,0.3582,52,133,185,FALSE
12799,22/06/2012,3,1,6,11,0,5,1,1,0.8,0.7424,0.49,0.1642,76,160,236,TRUE
12800,22/06/2012,3,1,6,12,0,5,1,1,0.84,0.7879,0.49,0.1343,63,191,254,TRUE
12801,22/06/2012,3,1,6,13,0,5,1,1,0.88,0.803,0.39,0.2239,72,228,300,TRUE
